tipo,usina,tipo_de_leilao,leilao,pot_MW,garantia_fisica_MW_medio,lotes_vendidos,preco_por_MW,localizacao,fonte,mod,invest_previsto,empresa_consorcio
EOL,EOL Umburanas 7,A-5,Leilão 10/2013,24.3,11.7,11.3,119.75,BA,Vento,PIE,28763780.00,"Consórcio Renova Moinhos de Vento:
Renova Energia S.A. (99,99 % - Líder)
Moinhos de Vento Energia S.A. (0,01 %) "
EOL,EOL Umburanas 8,A-5,Leilão 10/2013,24.3,12.8,12.5,117.77,BA,Vento,PIE,28168660.00,"Consórcio Renova Moinhos de Vento:
Renova Energia S.A. (99,99 % - Líder)
Moinhos de Vento Energia S.A. (0,01 %) "
EOL,EOL Umburanas 9,A-5,Leilão 10/2013,18,8.8,8.6,119.75,BA,Vento,PIE,72059450.00,"Consórcio Renova Moinhos de Vento:
Renova Energia S.A. (99,99 % - Líder)
Moinhos de Vento Energia S.A. (0,01 %) "
EOL,EOL Aventura I,A-5,Leilão 10/2013,26,10.5,10.5,108.9,RN,Vento,PIE,101825950.00,EDP Renováveis Brasil S.A.
EOL,EOL Cabeço Vermelho,A-5,Leilão 10/2013,30,15,13.6,119.72,RN,Vento,PIE,117913000.00,"Consórcio Gestamp Eólica:
Gestamp Eólica Brasil S.A. (0,0001 % - Líder)
Gestamp Eólica S.L. (99,9999 %)"
EOL,EOL Cabeço Vermelho II,A-5,Leilão 10/2013,20,9,9,120.72,RN,Vento,PIE,78234000.00,"Consórcio Gestamp Eólica:  
Gestamp Eólica Brasil S.A. (0,0001 % - Líder)
Gestamp Eólica S.L. (99,9999 %)"
EOL,EOL Tamanduá Mirim 2,A-5,Leilão 10/2013,24,8,7.2,119.7,BA,Vento,PIE,45898450.00,"Consórcio Expansão Guirapá: 
Sequoia Capital Ltda. (51 % - Líder)
Companhia Hidro Elétrica do São Francisco – CHESF (49 %)"
EOL,EOL Catanduba I,A-5,Leilão 10/2013,30,13.3,13.3,121.8,RN,Vento,PIE,78865710.00,Nesa - Novas Energias Ltda.
EOL,EOL Catanduba II,A-5,Leilão 10/2013,30,12.1,12.1,121.8,RN,Vento,PIE,78874000.00,Nesa - Novas Energias Ltda.
EOL,EOL Porto do Delta,A-5,Leilão 10/2013,30,12.7,12.7,117.46,PI,Vento,PIE,106417070.00,Eólica Porto das Barcas S.A.
EOL,EOL Testa Branca I,A-5,Leilão 10/2013,30,14.8,11,117.5,PI,Vento,PIE,106417070.00,"Consórcio Testa Branca: 
Zeta Energia S.A. (0,01 % - Líder)
Potami Energia S.A. (99,99 %)"
EOL,EOL Santa Rosa,A-5,Leilão 10/2013,20,8.4,7.4,121.1,CE,Vento,PIE,76682000.00,"Consórcio Santa Rosa:
Furnas Centrais Elétricas S.A. (90 % - Líder)
Eólica Tecnologia Ltda. (7 %)
Ventos Tecnologia Elétrica Ltda. (2,99 %)
Central Eólica Santa Rosa Ltda. (0,01 %)"
EOL,EOL Uirapuru,A-5,Leilão 10/2013,28,12.6,11.2,121.1,CE,Vento,PIE,104204000.00,"Consórcio Uirapuru:
Furnas Centrais Elétricas S.A. (90 % - Líder)
Eólica Tecnologia Ltda. (7 %)
Ventos Tecnologia Elétrica Ltda. (2,99 %)
Central Eólica Uirapuru Ltda. (0,01 %)"
EOL,EOL Ventos de Angelim,A-5,Leilão 10/2013,24,10.3,9.1,121.1,CE,Vento,PIE,88727000.00,"Consórcio Ventos do Angelim: 
Furnas Centrais Elétricas S.A. (90 % - Líder)
Eólica Tecnologia Ltda. (7 %)
Ventos Tecnologia Elétrica Ltda. (2,99 %)
Central Eólica Angelim Ltda. (0,01 %)"
EOL,EOL Ventos de Santo Augusto I,A-5,Leilão 10/2013,16,8.2,8.2,120.47,PI,Vento,PIE,54890000.00,"Consórcio Casa dos Ventos / Santo Augusto:
Ventos de Santo Augusto Energias Renováveis S.A. (0,1 % - Líder)
Salus - Fundo de Investimento em Participações (99,9 %)"
EOL,EOL Ventos de Santo Augusto II,A-5,Leilão 10/2013,30,15.7,13.3,120.48,PI,Vento,PIE,102940000.00,"Consórcio Casa dos Ventos / Santo Augusto:
Ventos de Santo Augusto Energias Renováveis S.A. (0,1 % - Líder)
Salus - Fundo de Investimento em Participações (99,9 %)"
EOL,EOL Ventos de Santo Augusto VI,A-5,Leilão 10/2013,30,16.4,14.9,120.47,PI,Vento,PIE,102940000.00,"Consórcio Casa dos Ventos / Santo Augusto:
Ventos de Santo Augusto Energias Renováveis S.A. (0,1 % - Líder)
Salus - Fundo de Investimento em Participações (99,9 %)"
EOL,EOL Ventos de Santo Augusto VII,A-5,Leilão 10/2013,16,8.4,8.2,120.48,PI,Vento,PIE,54890000.00,"Consórcio Casa dos Ventos / Santo Augusto:
Ventos de Santo Augusto Energias Renováveis S.A. (0,1 % - Líder)
Salus - Fundo de Investimento em Participações (99,9 %)"
EOL,EOL Ventos de Santo Augusto VIII,A-5,Leilão 10/2013,16,8.8,8.8,120.47,PI,Vento,PIE,54890000.00,"Consórcio Casa dos Ventos / Santo Augusto:
Ventos de Santo Augusto Energias Renováveis S.A. (0,1 % - Líder)
Salus - Fundo de Investimento em Participações (99,9 %)"
EOL,EOL Ventos de Santo Estevão I,A-5,Leilão 10/2013,30,16.5,11.6,120.48,PE,Vento,PIE,102940000.00,"Consórcio Casa dos Ventos / Santo Estevão:
Ventos de Santo Estevão Energias Renováveis S.A. (0,1 % - Líder)
Salus - Fundo de Investimento em Participações (99,9 %)"
EOL,EOL Ventos de Santo Estevão II,A-5,Leilão 10/2013,30,15.4,11.4,121.49,PE,Vento,PIE,102940000.00,"Consórcio Casa dos Ventos / Santo Estevão:
Ventos de Santo Estevão Energias Renováveis S.A. (0,1 % - Líder)
Salus - Fundo de Investimento em Participações (99,9 %)"
EOL,EOL Ventos de Santo Estevão III,A-5,Leilão 10/2013,30,15.6,12.6,120.48,PE,Vento,PIE,102940000.00,"Consórcio Casa dos Ventos / Santo Estevão:
Ventos de Santo Estevão Energias Renováveis S.A. (0,1 % - Líder)
Salus - Fundo de Investimento em Participações (99,9 %)"
EOL,EOL Ventos de Santo Estevão V,A-5,Leilão 10/2013,30,14.8,13.5,120.47,PE,Vento,PIE,102940000.00,"Consórcio Casa dos Ventos / Santo Estevão:
Ventos de Santo Estevão Energias Renováveis S.A. (0,1 % - Líder)
Salus - Fundo de Investimento em Participações (99,9 %)"
EOL,EOL Serra do Mel I,A-5,Leilão 10/2013,28,13,12.6,121.09,RN,Vento,PIE,110187000.00,"Consórcio Serra do Mel:
Furnas Centrais Elétricas S.A. (90 % - Líder)
Eólica Tecnologia Ltda. (9,99 %)
Gestamp Eólica Brasil S.A. (0,01 %)"
EOL,EOL Serra do Mel II,A-5,Leilão 10/2013,28,12.8,12.5,121.09,RN,Vento,PIE,110187000.00,"Consórcio Serra do Mel:
Furnas Centrais Elétricas S.A. (90 % - Líder)
Eólica Tecnologia Ltda. (9,99 %)
Gestamp Eólica Brasil S.A. (0,01 %)"
EOL,EOL Serra do Mel III,A-5,Leilão 10/2013,28,12.5,12.2,121.09,RN,Vento,PIE,110187000.00,"Consórcio Serra do Mel:
Furnas Centrais Elétricas S.A. (90 % - Líder)
Eólica Tecnologia Ltda. (9,99 %)
Gestamp Eólica Brasil S.A. (0,01 %)"
EOL,EOL União dos Ventos 15,A-5,Leilão 10/2013,30,13.4,9.4,115,RN,Vento,PIE,135914530.00,SM Geração de Energia Eólica Ltda.
EOL,EOL União dos Ventos 16,A-5,Leilão 10/2013,30,12.7,8.9,115,RN,Vento,PIE,135847630.00,SM Geração de Energia Eólica Ltda.
EOL,EOL Ventos da Bahia II,A-5,Leilão 10/2013,30,13.1,12.7,117.74,BA,Vento,PIE,114046540.00,"Consórcio Ventos da Bahia: 
Parque Eólico Ventos da Bahia Ltda. (0,01 % - Líder)
SOWITEC Operation GmbH (51 %)
SOWITEC Projekt GmbH (48,99 %)"
EOL,EOL Ventos da Bahia IV,A-5,Leilão 10/2013,12,5.5,5.3,117.74,BA,Vento,PIE,44875150.00,"Consórcio Ventos da Bahia: 
Parque Eólico Ventos da Bahia Ltda. (0,01 % - Líder)
SOWITEC Operation GmbH (51 %)
SOWITEC Projekt GmbH (48,99 %)"
EOL,EOL Ventos da Bahia VIII,A-5,Leilão 10/2013,30,13.3,12.9,117.74,BA,Vento,PIE,114046540.00,"Consórcio Ventos da Bahia: 
Parque Eólico Ventos da Bahia Ltda. (0,01 % - Líder)
SOWITEC Operation GmbH (51 %)
SOWITEC Projekt GmbH (48,99 %)"
EOL,EOL União dos Ventos 12,A-5,Leilão 10/2013,27.2,14.2,9.9,115,RN,Vento,PIE,123316000.00,Ventos Fortes Geradora Eólica S.A.
EOL,EOL União dos Ventos 13,A-5,Leilão 10/2013,20.4,10.7,7.5,115,RN,Vento,PIE,82212000.00,Ventos Fortes Geradora Eólica S.A.
EOL,EOL União dos Ventos 14,A-5,Leilão 10/2013,22.1,11.9,8.3,115,RN,Vento,PIE,123316000.00,Ventos Fortes Geradora Eólica S.A.
EOL,EOL Vila Amazonas V,A-5,Leilão 10/2013,30,14.8,10.5,120.36,RN,Vento,PIE,90882430.00,"Consórcio Voltalia:  
Voltalia Energia do Brasil Ltda. (5 % - Líder)
Voltalia S.A. (95 %)"
EOL,EOL Vila Pará I,A-5,Leilão 10/2013,30,14.2,11.8,119.13,RN,Vento,PIE,90882430.00,"Consórcio Voltalia:  
Voltalia Energia do Brasil Ltda. (5 % - Líder)
Voltalia S.A. (95 %)"
EOL,EOL Vila Pará II,A-5,Leilão 10/2013,30,14,10.6,120.38,RN,Vento,PIE,90882430.00,"Consórcio Voltalia:  
Voltalia Energia do Brasil Ltda. (5 % - Líder)
Voltalia S.A. (95 %)"
EOL,EOL Vila Pará III,A-5,Leilão 10/2013,30,13.9,10.5,120.37,RN,Vento,PIE,90882430.00,"Consórcio Voltalia:  
Voltalia Energia do Brasil Ltda. (5 % - Líder)
Voltalia S.A. (95 %)"
UHE,UHE Santo Antonio,A-3,Leilão 3/2014,417.6,206.2,129.6,121,RO,Rio Jari,PIE,81290000.00,Santo Antonio Energia S/A
EOL,EOL Aura Mangueira VII,A-3,Leilão 3/2014,22,9.6,9.6,129.5,RS,Vento,PIE,96070000.00,Atlantic Energias Renováveis S.A.
EOL,EOL Aura Mirim II,A-3,Leilão 3/2014,26,10.8,10.8,129.5,RS,Vento,PIE,103951200.00,Atlantic Energias Renováveis S.A.
EOL,EOL Ouro Branco 1,A-3,Leilão 3/2014,30,13.9,13.9,129.8,PE,Vento,PIE,103951200.00,"Consórcio Ouro Branco:
Eólica Energia Ltda. (0,01%)
Eólica Tecnologia Ltda. (99,99% - Líder)"
EOL,EOL Ouro Branco 2,A-3,Leilão 3/2014,30,14.7,14.7,129.8,PE,Vento,PIE,78422880.00,"Consórcio Ouro Branco:
Eólica Energia Ltda. (0,01%)
Eólica Tecnologia Ltda. (99,99% - Líder)"
EOL,EOL Quatro Ventos,A-3,Leilão 3/2014,22,9.4,9.4,129.8,PE,Vento,PIE,197439950.00,"Consórcio Quatro Ventos: 
Eólica Energia Ltda. (0,01%)
Eólica Tecnologia Ltda. (99,99% - Líder)"
EOL,EOL Santana I,A-3,Leilão 3/2014,30,17.2,17.2,128.98,RN,Vento,PIE,164194500.00,"Consórcio Santana I:
Horizonte Energias Renováveis Ltda. (1%)
Força Eólica do Brasil S.A. (99% - Líder)"
EOL,EOL Santana II,A-3,Leilão 3/2014,24,12.9,12.9,128.98,RN,Vento,PIE,191309720.00,"Consórcio Santana II:
Horizonte Energias Renováveis Ltda. (1%)
Força Eólica do Brasil S.A. (99% - Líder)"
EOL,EOL Calango 6,A-3,Leilão 3/2014,30,18.5,18.5,128.98,RN,Vento,PIE,66351000.00,Força Eólica do Brasil S.A.
EOL,EOL Itarema IV,A-3,Leilão 3/2014,21,11.1,9.4,130.99,CE,Vento,PIE,95446000.00,Itarema Geração de Energia Ltda.
EOL,EOL Itarema IX,A-3,Leilão 3/2014,30,15.3,12.3,131.89,CE,Vento,PIE,79136000.00,Itarema Geração de Energia Ltda.
EOL,EOL Itarema VI,A-3,Leilão 3/2014,24,12.2,10.7,130.97,CE,Vento,PIE,69242000.00,Itarema Geração de Energia Ltda.
EOL,EOL Itarema VII,A-3,Leilão 3/2014,21,10.9,9.3,130.98,CE,Vento,PIE,69242000.00,Itarema Geração de Energia Ltda.
EOL,EOL Itarema VIII,A-3,Leilão 3/2014,21,10.2,9.1,131,CE,Vento,PIE,102940000.00,Itarema Geração de Energia Ltda.
EOL,EOL Ventos de São Clemente 1,A-3,Leilão 3/2014,30,15.3,15.3,129.97,PE,Vento,PIE,102940000.00,"Consórcio Ventos de São Clemente 1:
Ventos de São Clemente Energias Renováveis S.A. (0,1% - Líder)
Salus - Fundo de Investimento em Participações (50,9%)
Companhia Hidro Elétrica do São Francisco (49%)"
EOL,EOL Ventos de São Clemente 2,A-3,Leilão 3/2014,30,14.2,14.2,129.98,PE,Vento,PIE,102940000.00,"Consórcio Ventos de São Clemente 2:
Ventos de São Clemente Energias Renováveis S.A. (0,1% - Líder)
Salus - Fundo de Investimento em Participações (50,9%)
Companhia Hidro Elétrica do São Francisco (49%)"
EOL,EOL Ventos de São Clemente 3,A-3,Leilão 3/2014,30,14.5,14.5,129.97,PE,Vento,PIE,102940000.00,"Consórcio Ventos de São Clemente 3:
Ventos de São Clemente Energias Renováveis S.A. (0,1% - Líder)
Salus - Fundo de Investimento em Participações (50,9%)
Companhia Hidro Elétrica do São Francisco (49%)"
EOL,EOL Ventos de São Clemente 4,A-3,Leilão 3/2014,30,14.6,14.6,129.97,PE,Vento,PIE,102940000.00,"Consórcio Ventos de São Clemente 4:
Ventos de São Clemente Energias Renováveis S.A. (0,1% - Líder)
Salus - Fundo de Investimento em Participações (50,9%)
Companhia Hidro Elétrica do São Francisco (49%)"
EOL,EOL Ventos de São Clemente 5,A-3,Leilão 3/2014,30,15.7,15.7,129.97,PE,Vento,PIE,102940000.00,"Consórcio Ventos de São Clemente 5
Ventos de São Clemente Energias Renováveis S.A. (0,1% - Líder)
Salus - Fundo de Investimento em Participações (50,9%)
Companhia Hidro Elétrica do São Francisco (49%)"
EOL,EOL Ventos de São Clemente 6,A-3,Leilão 3/2014,26,13.3,13.3,129.97,PE,Vento,PIE,89219000.00,"Consórcio Ventos de São Clemente 6:
Ventos de São Clemente Energias Renováveis S.A. (0,1% - Líder)
Salus - Fundo de Investimento em Participações (50,9%)
Companhia Hidro Elétrica do São Francisco (49%)"
EOL,EOL Ventos de São Clemente 7,A-3,Leilão 3/2014,24,10.7,10.7,129.98,PE,Vento,PIE,82357000.00,"Consórcio Ventos de São Clemente 7:
Ventos de São Clemente Energias Renováveis S.A. (0,1% - Líder)
Salus - Fundo de Investimento em Participações (50,9%)
Companhia Hidro Elétrica do São Francisco (49%)"
EOL,EOL Ventos de São Clemente 8,A-3,Leilão 3/2014,20,9.5,9.5,129.98,PE,Vento,PIE,68635000.00,"Consórcio Ventos de São Clemente 8:
Ventos de São Clemente Energias Renováveis S.A. (0,1% - Líder)
Salus - Fundo de Investimento em Participações (50,9%)
Companhia Hidro Elétrica do São Francisco (49%)"
PCH,PCH Comodoro,A-5,Leilão 6/2014,10,6.2,62,162.5,MT,Rio Juína,PIE,72260350.00,Comodoro Energética S.A.
PCH,PCH Lajari,A-5,Leilão 6/2014,20.88,10.9,90,160.9,MT,Rio Taquari,PIE,110737540.00,Lajari Energética S.A.
PCH,PCH Presente de Deus,A-5,Leilão 6/2014,13,8.5,85,162.5,MT,Rio Juína,PIE,83930210.00,Presente de Deus Energética S.A.
UTE,UTE Mauá 3,A-5,Leilão 6/2014,583,507.2,4844,203.5,AM,Gás Natural,PIE,1231542350.00,Amazonas Geração e Transmissão de Energia S.A.
UTE,UTE CNE,A-5,Leilão 6/2014,105,59.8,430,205.23,GO,Bagaço de Cana,PIE,231600100.00,Centro Norte Energia Sociedade Anônima
UTE,UTE Delta,A-5,Leilão 6/2014,30,6.4,64,197,MG,Bagaço de Cana,PIE,30000000.00,Usina Delta S.A.
UTE,UTE Guarani Cruz Alta,A-5,Leilão 6/2014,25,11.4,80,198.5,SP,Bagaço de Cana,PIE,62147000.00,Guarani S.A.
UTE,UTE  Novo Tempo,A-5,Leilão 6/2014,"1,238",611.9,"6,109",206.5,PE,Gás Natural,PIE,3052175380.00,"Consórcio UTE Novo Tempo:
UTE Novo Tempo - Gás e Geração de Energia S.A. – Líder 25%
Bolognesi Empreendimentos LTDA. 75%"
UTE,UTE Iacanga Ampliação,A-5,Leilão 6/2014,18,5.6,40,201.9,SP,Bagaço de Cana,PIE,10600000.00,Usina Iacanga de Açúcar e Álcool S.A.
UTE,UTE Porto das Águas,A-5,Leilão 6/2014,90,26.1,185,199.93,GO,Bagaço de Cana,PIE,45000000.00,Cerradinho Bioenergia S.A.
UTE,UTE Ferrari,A-5,Leilão 6/2014,15,12.4,98,202,SP,Bagaço de Cana,PIE,90080000.00,Ferrari Termoelétrica S.A.
UTE,UTE Rio Grande,A-5,Leilão 6/2014,"1,238",605.2,"6,042",206.5,RS,Gás Natural,PIE,2945078370.00,"Consórcio UTE Rio Grande:
UTE Rio Grande Geração de Energia Elétrica S.A. – Líder 5%
Serra Verde Energética S.A. 95%"
UTE,UTE Pampa Sul,A-5,Leilão 6/2014,340,323.5,"2,945",201.98,RS,Carvão Mineral Nacional,PIE,2058506160.00,Usina Termelétrica Pampa Sul S.A.
UTE,UTE Acre,A-5,Leilão 6/2014,163.999,135.1,"1,100",206.9,AC,Cavaco de Madeira,PIE,860940000.00,YSER Participações Energia S.A.
UTE,UTE Costa Rica I,A-5,Leilão 6/2014,163.999,135.1,"1,100",207.32,MS,Cavaco de Madeira,PIE,860940000.00,YSER Timberland Investment Energy Ltda.
EOL,EOL Aura Lagoa do Barro 01,A-5,Leilão 6/2014,27,14.2,142,135.5,PI,Vento,PIE,99765000.00,Atlantic Energias Renováveis S.A.
EOL,EOL Aura Lagoa do Barro 02,A-5,Leilão 6/2014,27,11.3,113,135.5,PI,Vento,PIE,99765000.00,Atlantic Energias Renováveis S.A.
EOL,EOL Aura Lagoa do Barro 03,A-5,Leilão 6/2014,27,13.5,135,135.5,PI,Vento,PIE,99765000.00,Atlantic Energias Renováveis S.A.
EOL,EOL Aura Lagoa do Barro 04,A-5,Leilão 6/2014,27,12.9,129,135.5,PI,Vento,PIE,99765000.00,Atlantic Energias Renováveis S.A.
EOL,EOL Aura Lagoa do Barro 05,A-5,Leilão 6/2014,24,10.3,103,135.5,PI,Vento,PIE,88680000.00,Atlantic Energias Renováveis S.A.
EOL,EOL Aura Lagoa do Barro 06,A-5,Leilão 6/2014,27,11.9,119,135.5,PI,Vento,PIE,99765000.00,Atlantic Energias Renováveis S.A.
EOL,EOL Aura Lagoa do Barro 07,A-5,Leilão 6/2014,27,13.8,138,135.5,PI,Vento,PIE,99765000.00,Atlantic Energias Renováveis S.A.
EOL,EOL Aura Queimada Nova 03,A-5,Leilão 6/2014,9,4.5,45,135.5,PI,Vento,PIE,33255000.00,Atlantic Energias Renováveis S.A.
EOL,EOL Laranjeiras III,A-5,Leilão 6/2014,26,11.5,115,136.5,BA,Vento,PIE,97447900.00,Centrais Eólicas Assuruá S.A.
EOL,EOL Laranjeiras IX,A-5,Leilão 6/2014,24,9.4,94,136.5,BA,Vento,PIE,89950760.00,Centrais Eólicas Assuruá S.A.
EOL,EOL Campo Largo III,A-5,Leilão 6/2014,29.37,13.8,138,135.49,BA,Vento,PIE,112800000.00,CLWP Eólica Parque III Ltda.
EOL,EOL Campo Largo IV,A-5,Leilão 6/2014,29.37,13.4,134,135.48,BA,Vento,PIE,112800000.00,CLWP Eólica Parque IV Ltda.
EOL,EOL Campo Largo V,A-5,Leilão 6/2014,29.37,13.8,138,135.47,BA,Vento,PIE,112800000.00,CLWP Eólica Parque V Ltda.
EOL,EOL Campo Largo VI,A-5,Leilão 6/2014,29.37,14.1,141,135.46,BA,Vento,PIE,112800000.00,CLWP Eólica Parque VI Ltda.
EOL,EOL Campo Largo VII,A-5,Leilão 6/2014,29.37,14.1,141,135.45,BA,Vento,PIE,112800000.00,CLWP Eólica Parque VII Ltda.
EOL,EOL Campo Largo XXI,A-5,Leilão 6/2014,29.7,13.4,134,135.44,BA,Vento,PIE,124697410.00,CLWP Eólica Parque XXI Ltda.
EOL,EOL Umburanas 17,A-5,Leilão 6/2014,24,11.7,114,136.42,BA,Vento,PIE,93595250.00,"Consórcio Renova Moinhos de Vento 2:
Moinhos de Vento Energia S.A. 0,01%
Renova Energia S.A. – Líder 99,99%"
EOL,EOL Umburanas 19,A-5,Leilão 6/2014,26,12.1,118,136.42,BA,Vento,PIE,98904610.00,"Consórcio Renova Moinhos de Vento 2:
Moinhos de Vento Energia S.A. 0,01%
Renova Energia S.A. – Líder 99,99%"
EOL,EOL Umburanas 21,A-5,Leilão 6/2014,24,10.6,103,136.42,BA,Vento,PIE,85490390.00,"Consórcio Renova Moinhos de Vento 2:
Moinhos de Vento Energia S.A. 0,01%
Renova Energia S.A. – Líder 99,99%"
EOL,EOL Umburanas 23,A-5,Leilão 6/2014,17,7.3,71,136.42,BA,Vento,PIE,66284850.00,"Consórcio Renova Moinhos de Vento 2:
Moinhos de Vento Energia S.A. 0,01%
Renova Energia S.A. – Líder 99,99%"
EOL,EOL Umburanas 25,A-5,Leilão 6/2014,17,7.7,75,136.42,BA,Vento,PIE,68385180.00,"Consórcio Renova Moinhos de Vento 2:
Moinhos de Vento Energia S.A. 0,01%
Renova Energia S.A. – Líder 99,99%"
EOL,EOL São Bento do Norte I,A-5,Leilão 6/2014,24,9.7,97,135.5,RN,Vento,PIE,99765000.00,"Consórcio São Miguel:
Rodrigo Pedroso Energia Ltda. 0,01%
Cutia Empreendimentos Eólicos SPE S.A. – Líder 99,99%"
EOL,EOL São Bento do Norte II,A-5,Leilão 6/2014,24,10,100,135.5,RN,Vento,PIE,99765000.00,"Consórcio São Miguel:
Rodrigo Pedroso Energia Ltda. 0,01%
Cutia Empreendimentos Eólicos SPE S.A. – Líder 99,99%"
EOL,EOL São Bento do Norte III,A-5,Leilão 6/2014,22,9.6,96,135.5,RN,Vento,PIE,99765000.00,"Consórcio São Miguel:
Rodrigo Pedroso Energia Ltda. 0,01%
Cutia Empreendimentos Eólicos SPE S.A. – Líder 99,99%"
EOL,EOL São Miguel I,A-5,Leilão 6/2014,22,8.7,87,136.97,RN,Vento,PIE,87477000.00,"Consórcio São Miguel:
Rodrigo Pedroso Energia Ltda. 0,01%
Cutia Empreendimentos Eólicos SPE S.A. – Líder 99,99%"
EOL,EOL São Migue II,A-5,Leilão 6/2014,22,8.4,84,136.97,RN,Vento,PIE,87477000.00,"Consórcio São Miguel:
Rodrigo Pedroso Energia Ltda. 0,01%
Cutia Empreendimentos Eólicos SPE S.A. – Líder 99,99%"
EOL,EOL São MigueIII,A-5,Leilão 6/2014,22,8.4,84,136.97,RN,Vento,PIE,87477000.00,"Consórcio São Miguel:
Rodrigo Pedroso Energia Ltda. 0,01%
Cutia Empreendimentos Eólicos SPE S.A. – Líder 99,99%"
EOL,EOL Ventos da Santa Dulce,A-5,Leilão 6/2014,28,12.8,90,135.27,BA,Vento,PIE,100881200.00,"Consórcio EGP Casa dos Ventos I:
Casa dos Ventos Energias Renováveis S.A. – Líder 0,05%
Enel Brasil Participações Ltda. 99,90%
Salus - Fundo de Investimento em Participações 0,05%"
EOL,EOL Ventos da Santa Esperança,A-5,Leilão 6/2014,28,13.1,92,135.26,BA,Vento,PIE,100881200.00,"Consórcio EGP Casa dos Ventos I:
Casa dos Ventos Energias Renováveis S.A. – Líder 0,05%
Enel Brasil Participações Ltda. 99,90%
Salus - Fundo de Investimento em Participações 0,05%"
EOL,EOL Ventos do São Mario,A-5,Leilão 6/2014,28,13.9,98,137,BA,Vento,PIE,100881200.00,"Consórcio EGP Casa dos Ventos I:
Casa dos Ventos Energias Renováveis S.A. – Líder 0,05%
Enel Brasil Participações Ltda. 99,90%
Salus - Fundo de Investimento em Participações 0,05%"
EOL,EOL Ventos do São Paulo,A-5,Leilão 6/2014,28,13.8,97,135.25,BA,Vento,PIE,100881200.00,"Consórcio EGP Casa dos Ventos I:
Casa dos Ventos Energias Renováveis S.A. – Líder 0,05%
Enel Brasil Participações Ltda. 99,90%
Salus - Fundo de Investimento em Participações 0,05%"
EOL,EOL Canoas,A-5,Leilão 6/2014,30,17.1,161,136.24,PB,Vento,PIE,98192290.00,Força Eólica do Brasil S.A.
EOL,EOL Lagoa 1,A-5,Leilão 6/2014,30,18.6,172,136.24,PB,Vento,PIE,98192290.00,Força Eólica do Brasil S.A.
EOL,EOL Lagoa 2,A-5,Leilão 6/2014,30,16.4,155,136.24,PB,Vento,PIE,98192290.00,Força Eólica do Brasil S.A.
EOL,EOL Boa Esperança I,A-5,Leilão 6/2014,28,14.4,144,135.48,RN,Vento,PIE,116217000.00,"Consórcio Gestamp Eólica:
Gestamp Eólica Brasil S.A. – Líder 0,0001%
Gestamp Eólica S.L.  99,9999%"
EOL,EOL Ventos de São Virgilo 02,A-5,Leilão 6/2014,30,15.4,154,136.99,PI,Vento,PIE,108087000.00,"Consórcio Ventos de São Virgilio Energias Renováveis S.A.:
Ventos de São Virgílio Energias Renováveis S.A. – Líder 0,1%
Salus-Fundo de Investimentos em Participações 99,9%"
UFV,UFV Coremas I,LER,Leilão 8/2014,30,6.9,67,219.78,PB,Sol,PIE,125372000.00,SPE CESP Coremas I Ltda
UFV,UFV Dracena 1,LER,Leilão 8/2014,30,5.9,59,217.75,SP,Sol,PIE,128320000.00,"Consórcio Dracenas:
Solatio Gestao de Projetos Solares Ltda. (0,01%)
Lintran do Brasil Participações S.A. (99,99% - Líder)"
UFV,UFV Dracena 2,LER,Leilão 8/2014,30,5.9,59,217.75,SP,Sol,PIE,128320000.00,"Consórcio Dracenas:
Solatio Gestao de Projetos Solares Ltda. (0,01%)
Lintran do Brasil Participações S.A. (99,99% - Líder)"
